TeamYear,Season,Team,G_x,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP_x,AVG,OBP,SLG,wOBA,wRC+,EV_x,BsR,Off,Def_x,WAR_x,Inn,rSZ,rCERA,rSB,rGDP,rARM,rGFP,rPM,rTS,DRS,BIZ,Plays,RZR,OOZ,FSR,FRM,ARM,DPR,RngR,ErrR,UZR,UZR/150,Def_y,W,L,SV,G_y,GS,IP,K/9,BB/9,HR/9,BABIP_y,LOB%,GB%,HR/FB,EV_y,ERA,FIP,xFIP,WAR_y
2017_Royals,2017,Royals,2342,6027,193,702,660,91,6.50%,19.30%,0.16,0.295,0.259,0.311,0.42,0.312,91,87.4,2.5,-65.6,-28.5,11.1,12939,-16,0,-3,-4,-12,6,-40,13.0,-56,2182,1744,0.799,576,13.0,-12.7,-4.1,-0.3,-6.4,12.0,1.1,-0.5,-2.9,80,82,39,700,162,1437.2,7.61,3.25,1.23,0.303,70.90%,43.70%,12.00%,87.5,4.63,4.43,4.68,13.7
2019_Reds,2019,Reds,2462,6100,227,701,679,80,8.10%,23.50%,0.17800000000000002,0.28800000000000003,0.244,0.315,0.42200000000000004,0.312,87,87.4,-16.7,-118.1,34.5,11.1,12942,6,2,-3,4,7,3,30,16.0,58,1820,1453,0.7979999999999999,590,,2.9,-2.8,1.8,-0.8,0.4,-1.5,-0.6,-10.5,75,87,46,697,162,1438.0,9.71,3.35,1.34,0.28600000000000003,73.70%,44.30%,16.40%,88.2,4.18,4.23,4.1,18.6
2016_Padres,2016,Padres,2355,6000,177,686,654,125,7.50%,25.00%,0.155,0.29100000000000004,0.235,0.299,0.39,0.297,84,87.4,24.8,-92.1,14.0,11.1,12960,8,7,-2,-1,-15,1,4,-7.0,-3,2105,1684,0.8,594,-29.0,7.6,-11.2,-2.0,-8.8,-1.9,-23.9,-5.3,-29.9,68,94,35,672,162,1440.0,7.64,3.56,1.14,0.29600000000000004,71.30%,46.40%,12.60%,89.1,4.44,4.4,4.42,8.6
2019_White Sox,2019,White Sox,2311,6042,182,708,676,63,6.30%,25.60%,0.153,0.32899999999999996,0.261,0.314,0.414,0.309,93,89.1,5.3,-48.2,-52.2,11.0,12714,-15,2,1,10,-2,-4,-76,26.0,-56,1925,1528,0.794,609,,-18.4,-1.0,5.6,-12.9,-10.9,-19.2,-2.5,-18.2,72,89,33,697,161,1412.2,8.36,3.71,1.52,0.302,71.30%,43.20%,15.90%,88.8,4.91,4.89,4.81,12.3
2010_Indians,2010,Indians,2255,6165,128,646,601,91,8.80%,19.20%,0.13,0.293,0.248,0.322,0.37799999999999995,0.311,94,,1.3,-41.0,-70.3,11.0,12897,-9,-2,-1,0,16,1,-14,6.0,-3,2490,2029,0.815,447,-36.0,-18.5,11.2,0.4,-41.2,-4.2,-33.8,-2.5,-35.7,69,93,34,632,162,1433.0,6.07,3.59,0.92,0.297,71.40%,47.90%,9.30%,,4.3,4.4,4.41,9.7
2019_Pirates,2019,Pirates,2441,6228,163,758,722,64,6.80%,19.50%,0.156,0.309,0.265,0.321,0.42,0.313,92,88.4,-4.6,-68.2,-22.1,10.9,12960,-8,-5,2,5,-3,1,-59,18.0,-46,1958,1538,0.785,540,,-7.1,-6.7,2.6,-33.5,-16.4,-54.0,-8.4,-51.0,69,93,31,712,162,1440.0,9.02,3.65,1.51,0.315,68.90%,42.20%,15.70%,88.8,5.19,4.78,4.72,8.8
2006_Diamondbacks,2006,Diamondbacks,2282,6330,160,773,743,76,8.00%,15.20%,0.157,0.294,0.267,0.331,0.424,0.326,87,,-6.6,-112.4,12.3,10.8,13137,0,1,-1,7,-13,0,14,,5,2462,2011,0.8170000000000001,375,,,-10.8,6.1,-23.1,0.2,-27.7,-5.0,-25.7,76,86,34,623,162,1459.2,6.87,3.3,1.04,0.299,70.40%,46.80%,11.10%,,4.49,4.34,4.3,19.0
2013_Twins,2013,Twins,2332,6212,151,614,590,52,8.60%,23.00%,0.138,0.298,0.242,0.312,0.38,0.307,91,,1.2,-66.2,-35.4,10.8,13053,-28,2,3,0,10,9,-59,10.0,-43,2367,1989,0.84,463,-15.0,-24.2,9.7,0.9,-16.3,6.5,0.8,1.5,7.1,66,96,40,673,162,1450.1,6.11,2.84,1.04,0.309,70.20%,43.70%,10.20%,,4.55,4.23,4.28,11.5
2017_Blue Jays,2017,Blue Jays,2455,6154,222,693,661,53,8.80%,21.60%,0.172,0.276,0.24,0.312,0.41200000000000003,0.312,93,87.4,-15.8,-72.6,-30.2,10.7,13185,8,0,-1,-2,2,9,-5,5.0,1,2106,1708,0.8109999999999999,498,-2.0,2.7,6.8,-3.0,-27.0,6.5,-16.7,-1.2,-25.7,76,86,45,740,162,1465.0,8.43,3.37,1.25,0.303,71.80%,45.40%,13.30%,87.1,4.42,4.31,4.36,16.6
2012_Marlins,2012,Marlins,2269,6057,137,609,576,149,8.00%,20.30%,0.138,0.289,0.244,0.308,0.382,0.3,87,,2.5,-92.8,10.9,10.6,12966,-13,2,-3,3,-7,-10,-32,-2.0,-62,2305,1903,0.826,447,6.0,-12.5,-0.9,4.2,-10.7,-2.6,-10.1,-1.2,-10.5,69,93,38,645,162,1440.2,6.95,3.09,0.83,0.3,70.30%,45.00%,9.20%,,4.1,3.89,4.17,13.5
2017_Giants,2017,Giants,2372,6137,128,639,612,76,7.60%,19.60%,0.132,0.294,0.249,0.309,0.38,0.29600000000000004,83,86.7,2.6,-134.1,38.5,10.5,13068,-2,-1,1,-2,-9,-6,-20,-2.0,-37,2190,1795,0.82,477,4.0,-1.3,-6.6,-1.6,3.8,6.6,2.2,-1.0,7.2,64,98,32,664,162,1452.0,7.65,3.07,1.13,0.308,71.10%,42.50%,11.50%,87.7,4.5,4.22,4.53,11.4
2007_Giants,2007,Giants,2371,6213,131,683,641,119,8.60%,14.60%,0.133,0.281,0.254,0.322,0.387,0.31,81,,-4.7,-158.4,60.6,10.5,13083,0,3,2,-1,-5,-7,10,,2,2440,2026,0.83,388,,,-5.6,-0.8,20.8,12.7,27.2,2.5,30.2,71,91,37,658,162,1453.2,6.54,3.67,0.82,0.293,71.80%,43.00%,7.70%,,4.2,4.3,4.59,16.0
2009_Pirates,2009,Pirates,2195,6058,125,636,612,90,8.20%,18.90%,0.135,0.29600000000000004,0.252,0.318,0.387,0.31,86,,-6.2,-112.7,27.8,10.5,12765,0,0,0,3,4,6,33,,45,2260,1878,0.831,538,2.0,-38.5,3.3,-2.2,10.1,18.4,29.7,4.2,31.0,62,99,28,617,161,1418.1,5.83,3.57,0.96,0.3,70.60%,43.80%,9.10%,,4.59,4.48,4.63,12.6
2017_Phillies,2017,Phillies,2308,6133,174,690,654,59,8.10%,23.10%,0.159,0.304,0.25,0.315,0.409,0.31,87,87.4,-9.5,-109.5,13.1,10.4,12969,-23,2,-3,-2,4,-4,-25,-5.0,-46,2048,1650,0.8059999999999999,522,1.0,-21.5,-0.2,2.3,-11.4,11.6,2.3,0.4,-0.7,66,96,33,668,162,1441.0,8.18,3.29,1.38,0.304,73.00%,42.90%,14.10%,87.1,4.57,4.56,4.5,14.3
2012_Rockies,2012,Rockies,2429,6183,166,758,716,100,7.30%,19.60%,0.163,0.321,0.27399999999999997,0.33,0.436,0.331,90,,2.8,-73.6,-14.7,10.3,12798,-23,2,-1,-6,0,-24,-65,1.0,-115,2269,1846,0.8140000000000001,429,-15.0,-21.0,7.8,-3.0,-15.9,-3.7,-14.8,-1.0,-28.5,64,98,36,737,162,1422.0,7.24,3.58,1.25,0.325,68.90%,45.20%,13.70%,,5.22,4.59,4.28,9.2
2008_Giants,2008,Giants,2382,6145,94,640,606,108,7.40%,17.00%,0.12,0.305,0.262,0.321,0.382,0.309,83,,-15.4,-149.5,55.9,10.3,12978,0,0,3,-4,-4,-9,-19,,-33,2202,1854,0.8420000000000001,398,,0.4,0.9,-3.9,35.1,-8.9,23.3,2.9,20.1,72,90,41,640,162,1442.0,7.74,4.07,0.92,0.3,71.40%,39.20%,8.80%,,4.38,4.24,4.44,14.8
2006_Devil Rays,2006,Devil Rays,2247,6041,190,689,650,134,7.30%,18.30%,0.165,0.285,0.255,0.314,0.42,0.316,89,,1.9,-84.5,-19.0,10.3,12783,0,-1,-6,4,2,-9,-28,,-35,2524,2015,0.7979999999999999,389,,,-0.2,-3.5,17.4,-12.5,1.2,-0.3,-1.8,61,101,33,606,162,1420.1,6.2,3.84,1.14,0.312,70.10%,42.50%,10.30%,,4.97,4.83,4.91,8.8
2012_Pirates,2012,Pirates,2360,6014,170,651,620,73,7.40%,22.50%,0.152,0.29100000000000004,0.243,0.304,0.395,0.304,91,,-0.3,-67.7,-17.0,10.2,12900,-16,0,-12,-1,-14,-10,24,0.0,-42,2220,1860,0.838,492,-21.0,-32.2,-13.1,-3.5,10.0,-5.3,-11.9,-4.4,-31.4,79,83,45,645,162,1433.1,7.48,3.08,0.96,0.28600000000000003,72.60%,46.60%,11.00%,,3.91,3.94,3.97,13.7
2019_Rockies,2019,Rockies,2452,6288,224,835,803,71,7.80%,23.90%,0.19,0.321,0.265,0.326,0.456,0.32799999999999996,86,88.5,1.6,-116.6,16.8,10.1,13038,-15,1,2,5,-12,8,1,13.0,9,2075,1666,0.8029999999999999,625,,-12.5,-10.9,0.8,3.3,-3.9,-10.8,-2.9,-5.8,71,91,28,752,162,1448.2,7.85,3.66,1.68,0.308,68.50%,46.10%,19.00%,89.9,5.58,5.23,4.75,6.7
2017_Rangers,2017,Rangers,2268,6122,237,799,756,113,8.90%,24.40%,0.18600000000000003,0.29100000000000004,0.244,0.32,0.43,0.321,90,87.7,6.3,-70.2,-37.6,10.1,12909,-13,-3,1,-1,3,2,5,5.0,1,2182,1773,0.813,573,-13.0,-12.2,0.2,1.3,-10.4,-3.2,-12.1,-1.3,-9.1,78,84,29,626,162,1434.1,6.95,3.51,1.34,0.289,70.90%,44.20%,13.60%,86.8,4.7,4.88,4.89,11.2
2020_Mets,2020,Mets,902,2279,86,286,278,20,8.60%,21.90%,0.187,0.32,0.272,0.348,0.45899999999999996,0.34700000000000003,122,88.4,-11.1,52.6,-9.3,10.1,4620,0,1,0,-4,4,-2,-12,-4.0,-22,623,494,0.7929999999999999,209,,-0.9,5.2,-3.7,-10.7,7.8,-1.5,2.7,-3.5,26,34,11,257,60,513.1,10.06,3.84,1.42,0.316,69.90%,41.70%,15.80%,87.9,5.01,4.46,4.33,5.1
2017_Pirates,2017,Pirates,2371,6136,151,668,635,67,8.50%,19.80%,0.142,0.28600000000000003,0.244,0.318,0.386,0.304,85,86.3,-2.2,-120.0,19.3,10.0,12966,-11,0,0,5,4,0,-8,31.0,17,2037,1638,0.804,535,-19.0,-16.5,4.0,1.6,3.0,-10.1,-1.5,0.6,-5.5,75,87,36,664,162,1440.2,7.88,3.19,1.14,0.306,73.20%,45.20%,12.90%,87.1,4.23,4.23,4.33,16.6
2007_Diamondbacks,2007,Diamondbacks,2305,6101,171,712,687,109,8.70%,18.20%,0.163,0.282,0.25,0.321,0.413,0.32,82,,8.8,-133.2,34.1,10.0,12969,0,0,-1,4,-3,5,20,,36,2409,1964,0.815,386,,,-3.0,1.7,-3.1,1.3,-3.2,-0.9,0.8,90,72,51,631,162,1441.0,6.8,3.41,1.06,0.293,72.70%,43.90%,10.30%,,4.13,4.52,4.42,16.0
2019_Giants,2019,Giants,2493,6170,167,678,655,47,7.70%,23.30%,0.153,0.29,0.239,0.302,0.392,0.295,83,87.8,-3.4,-143.3,46.1,10.0,13221,12,-1,-1,-9,-3,-1,27,22.0,47,2018,1642,0.8140000000000001,578,,6.9,-7.6,-4.5,16.8,0.8,5.6,-1.1,2.6,77,85,41,749,162,1469.0,8.38,3.18,1.39,0.28600000000000003,72.60%,42.20%,15.10%,89.4,4.38,4.55,4.58,7.6
2013_Mariners,2013,Mariners,2237,6172,188,624,597,49,8.60%,21.90%,0.152,0.27899999999999997,0.237,0.306,0.39,0.307,95,,-6.9,-41.3,-66.7,10.0,13185,-10,0,-2,-4,-15,-12,-51,-4.0,-99,2315,1895,0.8190000000000001,470,-43.0,-15.2,-14.3,3.4,-20.9,0.6,-31.2,-5.6,-67.0,71,91,43,610,162,1465.0,7.97,2.94,1.07,0.303,70.70%,45.30%,11.80%,,4.32,3.89,3.72,15.7
2018_Marlins,2018,Marlins,2434,6083,128,589,554,45,7.50%,22.80%,0.11900000000000001,0.293,0.237,0.303,0.35700000000000004,0.289,83,87.5,-15.8,-144.8,49.3,9.9,12978,1,-4,3,-2,-8,-10,14,25.0,29,1982,1631,0.823,624,-20.0,5.3,-4.5,0.4,8.1,4.0,8.1,0.4,19.1,63,98,30,707,161,1442.0,7.8,3.78,1.2,0.29,69.90%,40.90%,12.10%,88.8,4.76,4.57,4.65,2.7
2015_Braves,2015,Braves,2340,6034,100,573,548,69,7.80%,18.30%,0.10800000000000001,0.297,0.251,0.314,0.359,0.29600000000000004,84,86.9,-2.7,-115.8,22.4,9.9,12828,-15,-1,0,6,-13,-8,-9,-20.0,-51,2215,1793,0.809,484,-17.0,-18.7,-5.1,8.4,3.6,1.1,8.0,0.7,12.0,67,95,44,694,162,1425.1,7.25,3.47,1.07,0.305,71.40%,43.40%,11.30%,88.6,4.41,4.34,4.36,7.0
2010_Royals,2010,Royals,2190,6209,121,676,640,115,7.60%,14.60%,0.126,0.305,0.27399999999999997,0.331,0.39899999999999997,0.32299999999999995,98,,-28.4,-42.4,-81.2,9.9,12930,-5,-3,-1,-9,-10,-20,-52,-1.0,-96,2485,2023,0.8140000000000001,392,-79.0,-11.7,-8.6,-9.1,-25.7,-12.1,-55.5,-8.9,-55.5,67,95,44,603,162,1436.2,6.48,3.45,1.1,0.304,68.60%,42.50%,9.80%,,4.97,4.48,4.41,9.3
2020_Giants,2020,Giants,974,2259,81,299,290,19,8.60%,22.10%,0.187,0.311,0.263,0.335,0.451,0.337,114,88.9,-3.2,36.4,-16.8,9.8,4659,3,0,-1,-4,-3,2,3,7.0,6,663,528,0.7959999999999999,260,,1.0,-3.6,-2.4,3.0,-6.0,-9.0,-4.3,-9.0,29,31,13,296,60,517.2,8.48,3.65,1.2,0.281,67.80%,38.80%,12.10%,88.0,4.64,4.45,4.84,3.5
2020_Yankees,2020,Yankees,878,2210,94,315,301,27,11.40%,21.70%,0.2,0.28,0.247,0.342,0.447,0.341,116,89.2,6.0,50.5,-8.3,9.8,4506,0,-2,3,-3,4,-3,-6,9.0,-1,647,521,0.805,213,,0.4,4.3,-1.1,-8.6,0.6,-4.8,0.9,-3.8,33,27,14,234,60,500.2,9.49,3.02,1.49,0.28,71.10%,42.90%,16.00%,88.2,4.35,4.39,4.24,5.9
2016_Braves,2016,Braves,2390,6192,122,649,615,75,8.10%,20.00%,0.13,0.305,0.255,0.321,0.384,0.304,87,88.3,-6.1,-110.6,13.7,9.8,13029,9,2,-8,-2,9,-5,-18,9.0,-14,2147,1700,0.792,626,-46.0,-0.7,5.2,0.3,-8.0,-8.0,-10.4,-0.3,-25.4,68,93,39,748,161,1447.2,7.63,3.4,1.1,0.293,70.20%,44.70%,11.70%,89.1,4.51,4.32,4.48,9.0
2015_Rockies,2015,Rockies,2436,6071,186,737,702,97,6.40%,21.10%,0.16699999999999998,0.313,0.265,0.315,0.43200000000000005,0.321,86,88.4,4.7,-92.2,-4.2,9.7,12837,-17,-6,-1,5,-20,5,-6,5.0,-36,2229,1800,0.8079999999999999,557,22.0,-18.5,-11.9,-0.3,-6.4,1.7,-16.9,-4.1,-17.9,68,94,36,746,162,1426.1,7.02,3.65,1.15,0.318,69.90%,47.70%,13.20%,88.5,5.04,4.56,4.33,8.3
2020_Athletics,2020,Athletics,865,2201,71,274,264,26,10.80%,23.80%,0.171,0.271,0.225,0.322,0.396,0.314,101,89.0,6.4,9.8,9.8,9.6,4638,2,0,0,-3,2,1,-14,-8.0,-19,700,568,0.8109999999999999,223,,1.6,1.6,-0.8,3.2,11.6,15.6,5.3,15.6,36,24,17,241,60,515.1,8.84,2.88,1.21,0.285,75.60%,41.20%,12.30%,88.8,3.77,4.02,4.38,7.7
2010_Orioles,2010,Orioles,2240,6109,133,613,577,76,6.90%,17.30%,0.127,0.29600000000000004,0.259,0.316,0.386,0.31,87,,-21.0,-112.1,-11.0,9.6,12927,7,0,2,0,14,-3,-32,0.0,-13,2453,2008,0.8190000000000001,423,27.0,12.8,9.2,0.5,-22.3,-2.0,-14.6,-0.3,-7.2,66,96,35,616,162,1436.1,6.31,3.26,1.17,0.294,71.30%,42.10%,10.20%,,4.59,4.57,4.44,9.8
2008_Diamondbacks,2008,Diamondbacks,2280,6156,159,720,683,58,9.50%,20.90%,0.16399999999999998,0.299,0.251,0.327,0.415,0.324,88,,12.1,-84.1,-17.2,9.5,12912,0,0,-3,0,-11,-13,4,,-32,2239,1831,0.818,393,,6.3,-8.0,-1.8,-36.2,-10.5,-56.5,-9.3,-66.0,82,80,39,606,162,1434.2,7.71,2.83,0.92,0.297,70.90%,45.30%,9.90%,,3.99,3.84,3.87,22.9
2016_Phillies,2016,Phillies,2348,5992,161,610,575,96,7.10%,23.00%,0.14400000000000002,0.292,0.24,0.301,0.385,0.29600000000000004,81,88.3,0.9,-137.3,43.2,9.4,12933,-11,-1,0,-1,6,-9,-10,8.0,-11,2012,1670,0.83,507,-20.0,-11.3,-3.7,1.1,23.3,1.0,21.6,2.2,22.6,71,91,43,667,162,1437.0,8.14,2.92,1.33,0.304,70.50%,41.00%,13.80%,88.6,4.64,4.34,4.21,13.9
2020_Rays,2020,Rays,946,2261,80,289,274,48,10.70%,26.90%,0.187,0.3,0.23800000000000002,0.32799999999999996,0.425,0.325,109,88.9,5.6,31.0,5.6,9.4,4749,-4,1,1,0,11,1,12,-2.0,24,653,525,0.804,254,,-2.9,11.0,1.6,5.3,-3.1,14.8,10.6,16.8,40,20,23,279,60,527.2,9.42,2.87,1.19,0.29100000000000004,77.20%,45.10%,14.90%,87.5,3.56,3.94,3.94,7.3
2020_Twins,2020,Twins,882,2168,91,269,258,14,8.60%,24.40%,0.18600000000000003,0.28300000000000003,0.242,0.315,0.42700000000000005,0.319,101,89.1,0.4,2.1,-3.0,9.4,4620,0,1,1,1,7,2,8,2.0,22,595,481,0.8079999999999999,249,,-2.0,0.0,-0.6,4.2,1.4,4.9,2.4,6.9,36,24,17,262,60,513.1,9.38,2.98,1.09,0.28800000000000003,76.80%,40.80%,12.10%,87.8,3.58,3.79,4.15,9.9
2019_Royals,2019,Royals,2269,6080,162,691,655,117,7.50%,23.10%,0.154,0.301,0.247,0.309,0.401,0.302,84,88.0,-1.7,-124.5,5.4,9.3,12825,-4,2,3,0,-4,6,4,-2.0,5,2137,1706,0.7979999999999999,598,,-3.7,-2.4,3.8,0.7,18.2,20.3,2.3,27.3,59,103,37,682,162,1425.0,7.77,3.68,1.4,0.311,70.20%,43.90%,14.70%,89.8,5.2,4.9,4.98,7.7
2011_Indians,2011,Indians,2287,6142,154,704,671,89,8.00%,20.70%,0.146,0.297,0.25,0.317,0.396,0.314,99,,0.4,-8.3,-107.2,9.3,13080,-31,0,2,-4,5,-15,0,3.0,-29,2372,1996,0.841,474,-2.0,-49.1,-2.5,-5.8,-30.5,-3.4,-42.2,-6.2,-38.8,80,82,38,645,162,1453.1,6.34,2.87,0.95,0.293,69.50%,45.40%,9.50%,,4.24,4.06,4.09,17.7
2019_Rangers,2019,Rangers,2273,6204,223,810,765,131,8.60%,25.40%,0.183,0.304,0.248,0.319,0.431,0.317,88,89.4,12.0,-87.1,-37.5,9.2,12942,-9,3,-2,-1,-7,-13,-27,4.0,-52,2096,1668,0.7959999999999999,536,,-10.8,-12.4,-1.1,3.0,-0.5,-11.1,-3.2,-13.1,78,84,33,661,162,1438.0,8.63,3.65,1.51,0.312,70.50%,41.80%,15.40%,88.8,5.09,4.84,4.82,14.2
2020_Angels,2020,Angels,890,2308,85,294,285,21,10.40%,21.20%,0.182,0.284,0.248,0.332,0.43,0.32899999999999996,111,89.1,-3.5,27.0,-15.5,9.2,4728,1,2,-2,-1,-4,1,-19,-2.0,-26,654,528,0.807,246,,1.6,-4.9,0.9,-2.8,-1.5,-8.3,-5.1,-12.3,26,34,12,288,60,525.1,8.96,3.41,1.4,0.287,65.50%,39.40%,14.00%,88.7,5.09,4.49,4.6,4.5
2012_Mariners,2012,Mariners,2236,6057,149,619,584,104,7.70%,20.80%,0.135,0.276,0.23399999999999999,0.29600000000000004,0.369,0.29100000000000004,87,,0.1,-89.5,-30.3,8.9,13110,-22,-3,1,7,-1,-1,20,1.0,3,2185,1830,0.838,508,12.0,-26.4,-5.2,7.0,5.0,11.9,18.7,2.1,5.4,75,87,43,613,162,1456.2,7.2,2.77,1.03,0.282,74.20%,42.90%,10.60%,,3.76,4.0,4.09,17.6
2013_Phillies,2013,Phillies,2310,6014,140,610,578,73,6.90%,20.00%,0.135,0.293,0.248,0.306,0.384,0.303,89,,-7.4,-82.1,-15.8,8.9,12927,-1,-1,-3,-1,4,5,-79,-13.0,-93,2209,1810,0.8190000000000001,449,-23.0,-7.2,-1.8,-3.2,-35.3,-1.4,-41.7,-5.9,-43.4,73,89,32,628,162,1436.1,7.51,3.17,0.95,0.306,70.50%,44.50%,10.10%,,4.34,3.94,4.0,13.7
2018_White Sox,2018,White Sox,2348,6071,182,656,639,98,7.00%,26.30%,0.16,0.304,0.24100000000000002,0.302,0.401,0.304,92,88.3,-7.2,-62.2,-52.9,8.8,12933,-18,0,-3,2,9,-5,-52,20.0,-61,1983,1576,0.795,675,-19.0,-15.8,1.1,3.9,-3.4,-20.3,-18.6,-2.3,-60.1,62,100,34,715,162,1437.0,7.89,4.09,1.23,0.292,69.40%,40.80%,11.70%,88.6,4.85,4.73,4.88,9.9
2015_Phillies,2015,Phillies,2321,6053,130,626,586,88,6.40%,21.00%,0.133,0.299,0.249,0.303,0.382,0.298,86,87.4,-1.9,-100.5,-3.9,8.8,12927,-6,0,-1,-2,-4,-6,-64,-13.0,-98,2320,1880,0.81,482,-51.0,-18.3,3.4,-0.9,-9.4,-8.1,-15.0,-1.3,-15.0,63,99,35,665,162,1436.1,7.22,3.06,1.2,0.316,71.10%,44.00%,12.20%,88.8,4.69,4.4,4.29,10.3
2015_White Sox,2015,White Sox,2265,6070,136,622,595,68,6.70%,20.30%,0.13,0.29600000000000004,0.25,0.306,0.38,0.3,89,87.8,-15.2,-94.5,-21.6,8.8,13074,24,1,-3,6,8,2,-53,-4.0,-24,2124,1702,0.8009999999999999,479,-42.0,18.5,-3.3,6.4,-26.1,1.5,-21.5,-2.6,-23.5,76,86,37,576,162,1452.2,8.42,2.94,1.0,0.311,72.90%,45.20%,11.40%,87.6,3.98,3.82,3.81,17.4
2009_White Sox,2009,White Sox,2241,6132,184,724,695,113,8.70%,16.70%,0.153,0.285,0.258,0.32899999999999996,0.41100000000000003,0.326,91,,-13.0,-83.7,-45.1,8.6,12957,0,0,0,0,0,0,-10,,-8,2290,1908,0.833,408,-45.0,3.2,0.2,2.0,-24.0,-8.2,-30.1,-3.7,-30.1,79,83,36,577,162,1439.2,7.0,3.17,1.06,0.294,71.70%,44.30%,10.30%,,4.16,4.21,4.19,20.2
2008_Nationals,2008,Nationals,2397,6192,117,641,608,81,8.60%,17.70%,0.122,0.292,0.251,0.32299999999999995,0.373,0.31,84,,-16.8,-145.5,32.7,8.5,12906,0,2,-1,-1,-13,-19,31,,-7,2329,1923,0.826,456,,2.9,-9.1,-0.5,24.2,-13.1,1.5,-1.3,-7.1,59,102,28,678,161,1434.0,6.67,3.69,1.19,0.29600000000000004,70.10%,42.40%,11.60%,,4.66,4.71,4.49,7.9
2020_Cubs,2020,Cubs,908,2214,74,265,248,24,10.30%,25.70%,0.16699999999999998,0.27,0.22,0.318,0.387,0.309,91,88.9,4.7,-20.1,7.4,8.4,4665,2,-1,2,2,4,5,1,5.0,23,646,533,0.825,244,,2.5,2.3,-0.8,4.1,5.3,10.8,5.6,15.8,34,26,16,248,60,518.1,9.08,3.16,1.28,0.278,75.00%,45.00%,16.00%,88.4,3.99,4.18,4.04,6.8
2012_Indians,2012,Indians,2339,6195,136,667,635,110,9.00%,17.50%,0.131,0.28800000000000003,0.251,0.324,0.381,0.31,97,,-13.6,-37.6,-93.2,8.2,12978,-25,0,-1,2,0,-9,-31,8.0,-58,2357,1977,0.8390000000000001,481,-11.0,-38.1,-4.3,0.2,-26.5,-3.5,-34.1,-4.9,-44.8,68,94,43,656,162,1442.0,6.78,3.39,1.09,0.3,67.60%,45.90%,11.40%,,4.79,4.4,4.39,12.6
2008_Rockies,2008,Rockies,2310,6312,160,747,714,141,9.00%,19.20%,0.152,0.308,0.263,0.336,0.415,0.33,88,,15.2,-80.8,-40.3,8.1,13014,0,0,1,3,-12,-3,-17,,-21,2433,2040,0.838,364,,-17.7,-8.8,2.3,-56.3,3.4,-59.4,-8.7,-90.4,74,88,36,647,162,1446.0,6.48,3.5,0.92,0.309,68.50%,46.80%,10.00%,,4.77,4.3,4.32,19.5
2018_Padres,2018,Padres,2380,6059,162,617,583,95,7.80%,25.10%,0.145,0.294,0.235,0.297,0.38,0.294,84,88.5,-5.7,-123.2,10.0,8.0,13113,2,0,-2,-5,-5,-5,37,5.0,38,1963,1616,0.823,543,9.0,4.1,-8.8,-6.4,-20.0,9.0,-26.2,-5.5,-23.2,66,96,36,697,162,1457.0,8.64,3.21,1.14,0.305,71.10%,44.40%,13.60%,88.6,4.41,4.1,3.99,12.4
2006_Pirates,2006,Pirates,2325,6218,141,691,656,68,7.40%,19.30%,0.134,0.31,0.263,0.327,0.397,0.315,86,,-2.2,-115.1,-13.0,7.7,12915,0,7,0,1,-7,-1,-50,,-36,2426,1945,0.802,312,,,-0.6,4.0,-65.5,8.4,-53.7,-6.8,-49.7,67,95,39,667,162,1435.0,6.65,3.89,0.98,0.312,71.30%,45.50%,10.40%,,4.55,4.53,4.59,12.5
2020_Cardinals,2020,Cardinals,827,2011,51,240,231,18,10.20%,23.70%,0.13699999999999998,0.29,0.23399999999999999,0.32299999999999995,0.371,0.306,93,87.3,-0.7,-19.1,7.3,7.6,4257,-1,-1,1,1,4,3,17,9.0,33,639,536,0.8390000000000001,188,,0.1,0.3,1.5,8.2,3.2,13.1,4.4,14.1,30,28,13,234,58,473.0,8.83,3.88,1.31,0.25,74.00%,44.40%,15.40%,88.6,3.92,4.58,4.52,3.8
2008_Mariners,2008,Mariners,2296,6176,124,671,631,90,6.80%,14.40%,0.124,0.294,0.265,0.318,0.389,0.31,90,,-8.9,-86.2,-52.4,7.6,12918,0,2,-5,3,11,10,-6,,16,2400,1976,0.823,447,,-16.2,8.3,4.0,-27.6,2.5,-12.9,-0.1,-17.4,61,101,36,631,162,1435.1,6.37,3.93,1.01,0.307,70.70%,44.70%,9.80%,,4.73,4.59,4.64,9.4
2011_Athletics,2011,Athletics,2229,6104,114,645,612,117,8.30%,17.90%,0.125,0.28300000000000003,0.244,0.311,0.369,0.301,89,,-6.5,-81.9,-49.5,7.5,13029,-13,-2,2,2,-5,7,-35,3.0,-41,2175,1790,0.823,490,-14.0,-13.7,-6.8,3.2,-6.3,-12.9,-22.8,-4.2,-21.5,74,88,39,622,162,1447.2,7.21,3.23,0.85,0.289,72.10%,44.10%,8.50%,,3.71,3.8,3.98,18.0
2008_Royals,2008,Royals,2250,6118,120,691,650,79,6.40%,16.40%,0.128,0.307,0.26899999999999996,0.32,0.397,0.315,87,,-9.5,-109.2,-29.6,7.4,13011,0,-1,-4,8,-13,-3,-47,,-63,2451,2033,0.8290000000000001,332,,0.1,-10.4,-0.1,1.1,-0.9,-10.4,-3.2,-14.9,75,87,44,601,162,1445.2,6.75,3.21,0.99,0.298,69.10%,41.90%,9.20%,,4.5,4.21,4.36,16.7
